發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,天候,速限,道路型態,事故位置
106,2,15,13,10,2,01大同區,大同區忠孝西路2段與塔城街口,0,1,1,B03,1,106,4,8,0,4,2
106,2,15,13,10,2,01大同區,大同區忠孝西路2段與塔城街口,0,1,2,B01,1,46,2,8,0,4,2
106,2,17,21,9,2,01大同區,大同區鄭州路3號,0,3,1,C03,1,23,2,7,0,14,9
106,2,17,21,9,2,01大同區,大同區鄭州路3號,0,3,2,B01,1,57,2,7,0,14,9
106,2,17,21,9,2,01大同區,大同區鄭州路3號,0,3,3,H02,2,21,2,7,0,14,9
106,4,6,7,22,2,01大同區,大同區長安西路218號與長安西路口,0,1,1,B12,1,66,3,8,50,4,1
106,4,6,7,22,2,01大同區,大同區長安西路218號與長安西路口,0,1,2,C03,1,19,2,8,50,4,1
106,2,20,8,46,2,01大同區,大同區塔城街北門站2號出口,0,2,1,C03,1,21,2,7,50,14,9
106,2,20,8,46,2,01大同區,大同區塔城街北門站2號出口,0,2,2,C03,2,28,2,7,50,14,9
106,2,27,7,50,2,01大同區,大同區延平北路2段255-1號,0,1,1,B03,1,38,3,7,50,14,9
106,2,27,7,50,2,01大同區,大同區延平北路2段255-1號,0,1,2,C03,1,25,2,7,50,14,9
106,4,13,15,1,2,01大同區,大同區民權西路123號,0,1,1,B03,1,27,3,6,50,14,9
106,4,13,15,1,2,01大同區,大同區民權西路123號,0,1,2,C03,2,63,2,6,50,14,9
106,4,13,19,21,2,01大同區,大同區錦西街46號,0,1,1,B03,1,44,3,6,50,4,2
106,4,13,19,21,2,01大同區,大同區錦西街46號,0,1,2,C03,1,31,2,6,50,4,2
106,4,13,23,27,2,01大同區,大同區延平北路4段93-3號,0,2,1,C03,2,24,2,6,50,3,2
106,4,13,23,27,2,01大同區,大同區延平北路4段93-3號,0,2,2,H01,2,55,2,6,50,3,2
106,4,20,14,25,2,01大同區,大同區歸綏街與萬全街103巷口口,0,1,1,C03,2,63,2,7,30,4,1
106,4,20,14,25,2,01大同區,大同區歸綏街與萬全街103巷口口,0,1,2,B03,1,68,3,7,30,4,1
106,2,20,0,25,2,01大同區,大同區環河北路1段與民生西路口,0,3,1,C03,1,21,2,7,50,4,1
106,2,20,0,25,2,01大同區,大同區環河北路1段與民生西路口,0,3,2,C03,1,29,2,7,50,4,1
106,2,20,0,25,2,01大同區,大同區環河北路1段與民生西路口,0,3,3,H02,2,37,2,7,50,4,1
106,2,22,7,25,2,01大同區,大同區民權西路與大龍街口口,0,6,1,B01,1,45,3,8,50,5,1
106,2,22,7,25,2,01大同區,大同區民權西路與大龍街口口,0,6,2,C03,1,62,2,8,50,5,1
106,2,22,7,25,2,01大同區,大同區民權西路與大龍街口口,0,6,3,C03,1,46,3,8,50,5,1
106,2,22,7,25,2,01大同區,大同區民權西路與大龍街口口,0,6,4,C03,1,27,2,8,50,5,1
106,2,22,7,25,2,01大同區,大同區民權西路與大龍街口口,0,6,5,C03,1,51,3,8,50,5,1
106,2,22,7,25,2,01大同區,大同區民權西路與大龍街口口,0,6,6,C03,1,16,2,8,50,5,1
106,2,22,7,25,2,01大同區,大同區民權西路與大龍街口口,0,6,7,H02,2,15,2,8,50,5,1
106,2,22,7,25,2,01大同區,大同區民權西路與大龍街口口,0,6,8,H02,1,16,2,8,50,5,1
106,2,22,7,25,2,01大同區,大同區民權西路與大龍街口口,0,6,9,H02,2,55,2,8,50,5,1
106,3,1,8,32,2,01大同區,大同區西寧北路32號,0,1,1,B03,1,36,3,8,0,14,9
106,3,1,8,32,2,01大同區,大同區西寧北路32號,0,1,2,C03,1,21,2,8,0,14,9
106,3,2,15,37,2,01大同區,大同區酒泉街136號,0,1,1,C03,2,32,4,7,50,3,2
106,3,2,15,37,2,01大同區,大同區酒泉街136號,0,1,2,C02,1,25,2,7,50,3,2
106,2,13,20,35,2,01大同區,大同區重慶北路1段與長安西路口,0,1,1,B03,1,50,3,7,50,14,9
106,2,13,20,35,2,01大同區,大同區重慶北路1段與長安西路口,0,1,2,C02,1,27,2,7,50,14,9
106,2,15,11,4,2,01大同區,大同區鄭州路與塔城街口,0,1,1,B12,1,38,4,8,0,4,2
106,2,15,11,4,2,01大同區,大同區鄭州路與塔城街口,0,1,2,B03,1,33,3,8,0,4,2
106,2,15,11,4,2,01大同區,大同區鄭州路與塔城街口,0,1,3,C03,1,52,2,8,0,4,2
106,2,25,9,42,2,01大同區,大同區民權西路254號,0,1,1,C03,2,29,3,6,50,3,2
106,2,25,9,42,2,01大同區,大同區民權西路254號,0,1,2,H01,2,65,2,6,50,3,2
106,2,27,6,30,2,01大同區,大同區承德路3段277號,0,1,1,C03,1,29,2,7,50,3,2
106,2,27,6,30,2,01大同區,大同區承德路3段277號,0,1,2,B03,2,34,3,7,50,3,2
106,3,3,23,35,2,01大同區,大同區台北橋機車道東往西23號燈桿,0,2,1,C03,1,30,2,8,50,14,11
106,3,3,23,35,2,01大同區,大同區台北橋機車道東往西23號燈桿,0,2,2,C03,2,62,2,8,50,14,11
106,3,4,23,6,2,01大同區,大同區鄭州路與西寧北路口,0,2,1,B03,2,21,3,8,50,14,9
106,3,4,23,6,2,01大同區,大同區鄭州路與西寧北路口,0,2,2,C03,1,37,2,8,50,14,9
106,3,4,23,6,2,01大同區,大同區鄭州路與西寧北路口,0,2,3,C03,1,27,2,8,50,14,9
106,3,17,7,25,2,01大同區,大同區民權西路185巷與民權西路口,0,1,1,B01,1,63,3,7,50,3,2
106,3,17,7,25,2,01大同區,大同區民權西路185巷與民權西路口,0,1,2,C03,1,67,2,7,50,3,2
106,3,22,18,24,2,01大同區,大同區鄭州路與承德路1段口,0,2,1,A04,1,46,3,8,50,5,2
106,3,22,18,24,2,01大同區,大同區鄭州路與承德路1段口,0,2,2,C03,1,31,2,8,50,5,2
106,3,22,18,24,2,01大同區,大同區鄭州路與承德路1段口,0,2,3,H02,1,30,2,8,50,5,2
106,3,30,10,43,2,01大同區,大同區民生西路229號,0,1,1,B03,2,34,3,8,50,14,9
106,3,30,10,43,2,01大同區,大同區民生西路229號,0,1,2,C03,1,68,2,8,50,14,9
106,2,9,10,30,2,01大同區,大同區承德路3段48號,0,1,1,B01,1,78,3,8,50,14,9
106,2,9,10,30,2,01大同區,大同區承德路3段48號,0,1,2,C03,1,19,2,8,50,14,9
106,3,14,0,8,2,01大同區,大同區民權西路與蘭州街口,0,1,1,B02,1,57,3,6,50,4,1
106,3,14,0,8,2,01大同區,大同區民權西路與蘭州街口,0,1,2,C03,1,21,2,6,50,4,1
106,2,11,22,10,2,01大同區,大同區承德路3段與民權西路口,0,1,1,C03,1,26,2,7,50,14,9
106,2,11,22,10,2,01大同區,大同區承德路3段與民權西路口,0,1,2,C03,1,23,3,7,50,14,9
106,2,11,22,10,2,01大同區,大同區承德路3段與民權西路口,0,1,3,C03,1,23,3,7,50,14,9
106,1,25,16,0,2,01大同區,大同區延平北路4段16號,0,1,1,G06,1,106,4,8,0,15,22
106,1,25,16,0,2,01大同區,大同區延平北路4段16號,0,1,2,H01,2,54,2,8,0,15,22
106,2,13,22,57,2,01大同區,大同區鄭州路與西寧北路口,0,1,1,C03,1,20,3,7,40,4,1
106,2,13,22,57,2,01大同區,大同區鄭州路與西寧北路口,0,1,2,C03,2,30,2,7,40,4,1
106,2,17,21,24,2,01大同區,大同區鄭州路145號,0,1,1,C03,1,37,3,7,40,14,9
106,2,17,21,24,2,01大同區,大同區鄭州路145號,0,1,2,C03,1,22,2,7,40,14,9
106,4,5,11,37,2,01大同區,大同區長安西路80號,0,1,1,B01,1,51,3,8,50,4,1
106,4,5,11,37,2,01大同區,大同區長安西路80號,0,1,2,C03,2,26,2,8,50,4,1
106,2,27,7,50,2,01大同區,大同區延平北路2段255-1號,0,1,3,B03,1,55,3,7,50,14,9
106,2,27,12,15,2,01大同區,大同區延平北路1段與長安西路口,0,1,1,B01,1,66,3,7,50,5,1
106,2,27,12,15,2,01大同區,大同區延平北路1段與長安西路口,0,1,2,C03,1,85,2,7,50,5,1
106,3,3,5,5,2,01大同區,大同區環河北路2段145巷,0,2,1,B03,1,50,3,7,40,3,1
106,3,3,5,5,2,01大同區,大同區環河北路2段145巷,0,2,2,C03,2,20,2,7,40,3,1
106,3,3,5,5,2,01大同區,大同區環河北路2段145巷,0,2,3,H02,1,23,2,7,40,3,1
106,3,8,18,59,2,01大同區,大同區承德路2段與南京西路口,0,1,1,C03,1,48,3,7,50,4,1
106,3,8,18,59,2,01大同區,大同區承德路2段與南京西路口,0,1,2,C03,2,45,2,7,50,4,1
106,3,17,10,10,2,01大同區,大同區鄭州路與塔城街口,0,2,1,C03,2,58,2,7,40,4,1
106,3,17,10,10,2,01大同區,大同區鄭州路與塔城街口,0,2,2,C03,1,72,2,7,40,4,1
106,3,22,21,19,2,01大同區,大同區長安西路70號建成國中地下停車場出入口,0,1,1,B03,2,30,3,6,50,3,2
106,3,22,21,19,2,01大同區,大同區長安西路70號建成國中地下停車場出入口,0,1,2,C03,1,32,2,6,50,3,2
106,4,6,10,40,2,01大同區,大同區民樂街61-1號,0,1,1,,4,0,4,8,50,14,9
106,4,6,10,40,2,01大同區,大同區民樂街61-1號,0,1,2,C03,1,24,2,8,50,14,9
106,4,6,12,49,2,01大同區,大同區鄭州路21巷,0,1,1,C03,1,60,3,8,40,14,9
106,4,6,12,49,2,01大同區,大同區鄭州路21巷,0,1,2,C03,2,65,2,8,40,14,9
106,4,11,10,46,2,01大同區,大同區民族西路與承德路3段口,0,1,1,B03,2,30,3,6,50,4,2
106,4,11,10,46,2,01大同區,大同區民族西路與承德路3段口,0,1,2,C03,1,23,2,6,50,4,2
106,4,17,7,2,2,01大同區,大同區重慶北路1段與民生西路口,0,1,1,B12,1,51,3,8,50,4,2
106,4,17,7,2,2,01大同區,大同區重慶北路1段與民生西路口,0,1,2,C03,1,32,2,8,50,4,2
106,3,18,9,22,2,01大同區,大同區延平北路4段與酒泉街口,0,2,1,C03,1,30,2,7,50,4,1
106,3,18,9,22,2,01大同區,大同區延平北路4段與酒泉街口,0,2,2,C03,1,43,2,7,50,4,1
106,3,19,17,11,2,01大同區,大同區延平北路3段與民權西路口,0,2,1,C03,1,19,2,8,50,14,18
106,3,19,17,11,2,01大同區,大同區延平北路3段與民權西路口,0,2,2,H01,1,36,2,8,50,14,18
106,3,24,22,52,2,01大同區,大同區延平北路2段與民權西路口口,0,1,1,C03,1,25,2,8,50,4,1
106,3,24,22,52,2,01大同區,大同區延平北路2段與民權西路口口,0,1,2,C03,1,18,3,8,50,4,1
106,3,25,15,32,2,01大同區,大同區承德路3段與酒泉街口,0,1,1,C03,1,27,2,6,50,4,2
106,3,25,15,32,2,01大同區,大同區承德路3段與酒泉街口,0,1,2,B01,1,48,3,6,50,4,2
106,3,30,15,6,2,01大同區,大同區承德路2段77號,0,1,1,B02,1,31,3,8,50,14,9
106,3,30,15,6,2,01大同區,大同區承德路2段77號,0,1,2,C03,1,22,2,8,50,14,9
106,3,31,21,9,2,01大同區,大同區環河北路2段與民權西路口,0,1,1,B03,4,0,4,6,50,3,2
106,3,31,21,9,2,01大同區,大同區環河北路2段與民權西路口,0,1,2,C03,1,26,2,6,50,3,2
106,4,11,19,8,2,01大同區,大同區延平北路2段與涼州街口,0,1,1,C03,1,54,3,7,50,4,2
106,4,11,19,8,2,01大同區,大同區延平北路2段與涼州街口,0,1,2,H01,2,77,2,7,50,4,2
106,6,6,8,32,2,01大同區,大同區延平北路3段26號,0,1,1,B03,1,46,3,8,50,14,9
106,6,6,8,32,2,01大同區,大同區延平北路3段26號,0,1,2,C03,1,22,2,8,50,14,9
106,6,14,11,44,2,01大同區,大同區重慶北路3段242號,0,1,1,C02,1,20,2,6,50,14,9
106,6,14,11,44,2,01大同區,大同區重慶北路3段242號,0,1,2,B03,1,52,3,6,50,14,9
106,7,4,8,50,2,01大同區,大同區重慶北路1段30號,0,1,1,C03,1,18,3,8,50,14,9
106,7,4,8,50,2,01大同區,大同區重慶北路1段30號,0,1,2,C03,2,43,2,8,50,14,9
106,7,11,8,6,2,01大同區,大同區敦煌路與環河北路2段口污水處理廠前,0,1,1,B03,1,52,3,8,50,14,9
106,7,11,8,6,2,01大同區,大同區敦煌路與環河北路2段口污水處理廠前,0,1,2,C03,1,65,2,8,50,14,9
106,7,12,8,10,2,01大同區,大同區長安西路172巷,0,2,1,C03,1,64,2,8,50,14,9
106,7,12,8,10,2,01大同區,大同區長安西路172巷,0,2,2,C03,1,43,2,8,50,14,9
106,8,28,17,7,2,01大同區,大同區延平北路2段與保安街口,0,1,1,C03,1,19,3,8,50,14,9
106,8,28,17,7,2,01大同區,大同區延平北路2段與保安街口,0,1,2,H01,2,90,2,8,50,14,9
106,4,10,15,55,2,01大同區,大同區重慶北路3段與重慶北路3段口往南機車引道,0,1,1,C03,1,30,3,8,30,9,11
106,4,10,15,55,2,01大同區,大同區重慶北路3段與重慶北路3段口往南機車引道,0,1,2,C03,1,45,2,8,30,9,11
106,3,1,22,30,2,01大同區,大同區重慶北路2段64巷,0,2,1,C03,1,26,2,8,50,4,1
106,3,1,22,30,2,01大同區,大同區重慶北路2段64巷,0,2,2,C03,1,17,2,8,50,4,1
106,3,3,10,41,2,01大同區,大同區延平北路2段與民權西路口,0,1,1,C03,1,67,3,8,50,4,1
106,3,3,10,41,2,01大同區,大同區延平北路2段與民權西路口,0,1,2,C03,1,21,2,8,50,4,1
106,3,12,15,40,2,01大同區,大同區承德路3段與庫倫街口,0,3,1,C03,1,67,2,8,50,4,1
106,3,12,15,40,2,01大同區,大同區承德路3段與庫倫街口,0,3,2,C01,1,27,2,8,50,4,1
106,3,12,15,40,2,01大同區,大同區承德路3段與庫倫街口,0,3,3,H02,1,3,2,8,50,4,1
106,3,15,7,50,2,01大同區,大同區重慶北路2段與民生西路口,0,2,1,C03,1,23,2,8,50,4,1
106,3,15,7,50,2,01大同區,大同區重慶北路2段與民生西路口,0,2,2,H01,2,74,2,8,50,4,1
106,3,22,17,13,2,01大同區,大同區西寧北路1巷,0,1,1,C03,1,16,2,7,0,3,1
106,3,22,17,13,2,01大同區,大同區西寧北路1巷,0,1,2,B03,1,41,3,7,0,3,1
106,7,12,12,17,2,01大同區,大同區民生西路與迪化街1段口,0,2,3,H02,1,29,2,8,50,4,1
106,7,12,12,17,2,01大同區,大同區民生西路與迪化街1段口,0,2,2,C03,1,29,2,8,50,4,1
106,7,12,12,17,2,01大同區,大同區民生西路與迪化街1段口,0,2,1,B03,1,29,3,8,50,4,1
106,8,31,8,29,2,01大同區,大同區延平北路2段61巷與延平北路2段口,0,2,1,C03,2,36,2,8,50,4,2
106,8,31,8,29,2,01大同區,大同區延平北路2段61巷與延平北路2段口,0,2,2,C03,1,26,2,8,50,4,2
106,3,8,18,23,2,01大同區,大同區寧夏路與歸綏街口,0,3,1,C03,2,23,2,6,50,4,1
106,3,8,18,23,2,01大同區,大同區寧夏路與歸綏街口,0,3,2,H01,2,56,2,6,50,4,1
106,3,8,18,23,2,01大同區,大同區寧夏路與歸綏街口,0,3,3,H02,2,19,2,6,50,4,1
106,3,14,8,15,2,01大同區,大同區承德路3段與民權西路口,0,1,1,C03,1,42,2,6,50,4,1
106,3,14,8,15,2,01大同區,大同區承德路3段與民權西路口,0,1,2,C03,1,29,3,6,50,4,1
106,3,14,16,55,2,01大同區,大同區台北橋與台北橋口機車道往台北,0,4,1,F03,1,83,2,8,50,8,11
106,3,14,16,55,2,01大同區,大同區台北橋與台北橋口機車道往台北,0,4,2,C03,1,22,2,8,50,8,11
106,3,14,16,55,2,01大同區,大同區台北橋與台北橋口機車道往台北,0,4,3,C03,1,63,2,8,50,8,11
106,3,14,16,55,2,01大同區,大同區台北橋與台北橋口機車道往台北,0,4,4,H02,2,19,2,8,50,8,11
106,3,16,12,25,2,01大同區,大同區台北橋機車道往三重,0,2,1,C03,1,33,2,8,50,8,11
106,3,16,12,25,2,01大同區,大同區台北橋機車道往三重,0,2,2,C03,1,64,2,8,50,8,11
106,3,20,22,5,2,01大同區,大同區鄭州路與塔城街口,0,1,1,C03,1,33,2,8,40,4,1
106,3,20,22,5,2,01大同區,大同區鄭州路與塔城街口,0,1,2,B03,1,25,3,8,40,4,1
106,3,22,10,30,2,01大同區,大同區延平北路4段與酒泉街口,0,1,1,C03,1,41,2,8,50,4,2
106,3,22,10,30,2,01大同區,大同區延平北路4段與酒泉街口,0,1,2,B01,1,46,3,8,50,4,2
106,3,22,14,20,2,01大同區,大同區市民大道1段與市民大道1段口地下街Y3出口前,0,1,1,C03,1,30,2,8,40,4,1
106,3,22,14,20,2,01大同區,大同區市民大道1段與市民大道1段口地下街Y3出口前,0,1,2,B03,2,66,3,8,40,4,1
106,3,25,19,0,2,01大同區,大同區環河北路2段與敦煌路口往北近敦煌路,0,1,1,B03,1,23,3,6,50,3,2
106,3,25,19,0,2,01大同區,大同區環河北路2段與敦煌路口往北近敦煌路,0,1,2,B03,1,29,3,6,50,3,2
106,3,25,19,0,2,01大同區,大同區環河北路2段與敦煌路口往北近敦煌路,0,1,3,H02,1,0,2,6,50,3,2
106,3,25,20,0,2,01大同區,大同區承德路3段與昌吉街口,0,1,1,B03,1,34,3,6,50,3,1
106,3,25,20,0,2,01大同區,大同區承德路3段與昌吉街口,0,1,2,C03,1,20,2,6,50,3,1
106,3,25,20,0,2,01大同區,大同區承德路3段與昌吉街口,0,1,3,B01,1,56,3,6,50,3,1
106,3,25,20,0,2,01大同區,大同區承德路3段與昌吉街口,0,1,4,C03,1,18,3,6,50,3,1
106,3,25,23,56,2,01大同區,大同區大龍街與民族西路口,0,2,1,C03,1,27,2,6,50,4,1
106,3,25,23,56,2,01大同區,大同區大龍街與民族西路口,0,2,2,H01,2,21,2,6,50,4,1
106,3,27,10,50,2,01大同區,大同區重慶北路2段與長安西路口,0,1,1,B01,1,65,3,8,50,4,1
106,3,27,10,50,2,01大同區,大同區重慶北路2段與長安西路口,0,1,2,C03,2,36,2,8,50,4,1
106,2,22,9,41,2,01大同區,大同區承德路2段與民生西路口口,0,1,1,B01,1,64,4,8,50,14,9
106,2,22,9,41,2,01大同區,大同區承德路2段與民生西路口口,0,1,2,C03,1,29,2,8,50,14,9
106,4,10,8,23,2,01大同區,大同區承德路3段與酒泉街口,0,2,1,C03,2,18,2,7,50,14,9
106,4,10,8,23,2,01大同區,大同區承德路3段與酒泉街口,0,2,2,B01,1,58,3,7,50,14,9
106,4,10,8,23,2,01大同區,大同區承德路3段與酒泉街口,0,2,3,H02,2,18,2,7,50,14,9
106,4,24,11,45,2,01大同區,大同區台北橋機車道往三重,0,1,1,B03,1,52,3,8,50,14,11
106,4,24,11,45,2,01大同區,大同區台北橋機車道往三重,0,1,2,C03,2,46,2,8,50,14,11
106,5,25,7,37,2,01大同區,大同區民生西路72號,0,1,1,B03,1,46,3,7,40,14,9
106,5,25,7,37,2,01大同區,大同區民生西路72號,0,1,2,C03,1,48,2,7,40,14,9
106,9,19,13,58,2,01大同區,大同區環河北路1段與鄭州路口,0,1,1,B03,1,47,3,8,50,14,9
106,9,19,13,58,2,01大同區,大同區環河北路1段與鄭州路口,0,1,2,C03,1,26,2,8,50,14,9
106,4,10,8,3,2,01大同區,大同區環河北路1段與忠孝西路2段口,0,2,1,C03,1,24,2,8,50,3,2
106,4,10,8,3,2,01大同區,大同區環河北路1段與忠孝西路2段口,0,2,2,C03,1,64,2,8,50,3,2
106,4,22,11,0,2,01大同區,大同區南京西路與太原路口,0,1,1,B02,1,57,3,6,50,4,1
106,4,22,11,0,2,01大同區,大同區南京西路與太原路口,0,1,2,C03,1,46,3,6,50,4,1
106,4,22,11,0,2,01大同區,大同區南京西路與太原路口,0,1,3,C03,1,27,2,6,50,4,1
106,4,23,16,6,2,01大同區,大同區重慶北路2段與涼州街口,0,1,1,H01,2,61,2,7,50,4,2
106,4,23,16,6,2,01大同區,大同區重慶北路2段與涼州街口,0,1,2,B03,1,36,3,7,50,4,2
106,5,5,17,25,2,01大同區,大同區環河北路2段與昌吉街口,0,1,1,A05,1,51,3,8,50,3,1
106,5,5,17,25,2,01大同區,大同區環河北路2段與昌吉街口,0,1,2,C03,1,59,2,8,50,3,1
106,5,11,12,12,2,01大同區,大同區民生西路308號,0,1,1,B03,1,34,3,8,50,14,9
106,5,11,12,12,2,01大同區,大同區民生西路308號,0,1,2,C03,1,68,2,8,50,14,9
106,7,14,15,2,2,01大同區,大同區安西街28號與安西街口,0,2,1,C03,1,81,2,8,30,3,1
106,7,14,15,2,2,01大同區,大同區安西街28號與安西街口,0,2,2,C03,1,47,2,8,30,3,1
106,7,18,10,33,2,01大同區,大同區承德路3段60號,0,1,1,B01,1,37,3,8,50,14,9
106,7,18,10,33,2,01大同區,大同區承德路3段60號,0,1,2,H01,2,21,2,8,50,14,9
106,7,23,23,31,2,01大同區,大同區鄭州路與西寧北路口,0,3,1,C03,1,23,2,8,40,4,1
106,7,23,23,31,2,01大同區,大同區鄭州路與西寧北路口,0,3,2,C03,1,30,2,8,40,4,1
106,7,23,23,31,2,01大同區,大同區鄭州路與西寧北路口,0,3,3,C03,2,26,2,8,40,4,1
106,7,26,13,55,2,01大同區,大同區民生西路與迪化街1段口,0,1,1,C03,1,52,3,8,50,4,1
106,7,26,13,55,2,01大同區,大同區民生西路與迪化街1段口,0,1,2,C03,1,64,2,8,50,4,1
106,8,2,17,8,2,01大同區,大同區歸綏街237號,0,1,1,F01,2,60,2,8,50,14,9
106,8,2,17,8,2,01大同區,大同區歸綏街237號,0,1,2,B12,1,40,3,8,50,14,9
106,8,7,20,10,2,01大同區,大同區台北橋機車道上橋處(往三重),0,2,1,C04,1,55,2,7,50,10,11
106,8,7,20,10,2,01大同區,大同區台北橋機車道上橋處(往三重),0,2,2,C03,1,39,2,7,50,10,11
106,8,9,7,15,2,01大同區,大同區延平北路3段18巷20號與民權西路245巷口,0,1,1,B01,1,57,3,8,40,4,1
106,8,9,7,15,2,01大同區,大同區延平北路3段18巷20號與民權西路245巷口,0,1,2,C03,2,53,2,8,40,4,1
106,8,15,15,31,2,01大同區,大同區長安西路與貴德街口,0,1,1,B03,2,24,3,8,50,3,1
106,8,15,15,31,2,01大同區,大同區長安西路與貴德街口,0,1,2,C03,2,60,2,8,50,3,1
106,8,15,15,31,2,01大同區,大同區長安西路與貴德街口,0,1,3,C03,1,73,4,8,50,3,1
106,8,15,15,31,2,01大同區,大同區長安西路與貴德街口,0,1,4,C03,1,50,3,8,50,3,1
106,8,15,15,31,2,01大同區,大同區長安西路與貴德街口,0,1,5,C03,1,44,3,8,50,3,1
106,8,15,15,31,2,01大同區,大同區長安西路與貴德街口,0,1,6,C03,1,36,3,8,50,3,1
106,8,15,15,31,2,01大同區,大同區長安西路與貴德街口,0,1,7,C03,1,44,3,8,50,3,1
106,8,15,15,31,2,01大同區,大同區長安西路與貴德街口,0,1,8,C03,1,27,4,8,50,3,1
106,8,27,16,52,2,01大同區,大同區延平北路2段272巷與延平北路2段口,0,1,1,C03,1,26,3,6,50,3,1
106,8,27,16,52,2,01大同區,大同區延平北路2段272巷與延平北路2段口,0,1,2,H01,2,55,2,6,50,3,1
106,9,1,19,17,2,01大同區,大同區承德路1段與市民大道1段口,0,1,1,C03,1,21,2,6,40,14,9
106,9,1,19,17,2,01大同區,大同區承德路1段與市民大道1段口,0,1,2,B01,1,58,3,6,40,14,9
106,9,4,19,5,2,01大同區,大同區承德路2段與錦西街口,0,1,1,B03,1,71,3,7,50,4,2
106,9,4,19,5,2,01大同區,大同區承德路2段與錦西街口,0,1,2,C03,1,67,2,7,50,4,2
106,9,15,9,18,2,01大同區,大同區通河西街1段(明倫高中後方河堤便道),0,1,1,C03,1,48,2,8,30,12,9
106,9,15,9,18,2,01大同區,大同區通河西街1段(明倫高中後方河堤便道),0,1,2,B01,1,48,3,8,30,12,9
106,7,10,21,59,2,01大同區,大同區延平北路1段與延平北路1段66巷口,0,2,1,C03,1,61,2,7,30,3,1
106,7,10,21,59,2,01大同區,大同區延平北路1段與延平北路1段66巷口,0,2,2,C03,2,61,2,7,30,3,1
106,8,17,15,0,2,01大同區,大同區承德路2段31號,0,1,1,C03,1,36,2,8,50,14,9
106,8,17,15,0,2,01大同區,大同區承德路2段31號,0,1,2,B02,1,31,3,8,50,14,9
106,8,17,15,0,2,01大同區,大同區承德路2段31號,0,1,3,B03,1,50,3,8,50,14,9
106,8,25,8,20,2,01大同區,大同區民生西路423巷與環河北路1段口,0,1,1,B02,1,31,3,8,30,3,2
106,8,25,8,20,2,01大同區,大同區民生西路423巷與環河北路1段口,0,1,2,C03,1,47,2,8,30,3,2
106,11,3,15,5,2,01大同區,大同區鄭州路與環河北路1段口,0,1,1,C03,1,26,2,6,50,5,2
106,11,3,15,5,2,01大同區,大同區鄭州路與環河北路1段口,0,1,2,B03,1,24,3,6,50,5,2
106,8,31,18,25,2,01大同區,大同區環河北路1段與長安西路口,0,1,1,,4,0,4,7,50,3,2
